file_index,file_name,language,content,score
1644,coeff_comp.m,matlab,"function gamma = coeff_comp(name)
switch name
case '43',
	gamma = ones(3,1);
	qr2 = 2^(1/3);
	gamma(1) = 1/(2-qr2);
	gamma(2) = -qr2*gamma(1);
	gamma(3) = gamma(1);
case '45',
	gamma = ones(5,1);
	qr4 = 4^(1/3);
	gamma(1) = 1/(4-qr4);
	gamma(2) = gamma(1);
	gamma(3) = -qr4*gamma(1);
	gamma(4) = gamma(1);
	gamma(5) = gamma(1);
case '67',
	gamma = ones(7,1);
	gamma(1)= 0.78451361047755726381949763;
	gamma(2)= 0.23557321335935813368479318;
	gamma(3)=-1.17767998417887100694641568;
	gamma(4)= 1.31518632068391121888424973;
	gamma(5)=-1.17767998417887100694641568;
	gamma(6)= 0.23557321335935813368479318;
	gamma(7)= 0.78451361047755726381949763;
case '69',
	gamma = ones(9,1);
	gamma(1)= 0.39215846226558135393725811;
	gamma(2)= 0.33260288849639382848984234;
	gamma(3)=-0.70624607359230088534941023;
	gamma(4)= 0.08221272729243641010472095;
	gamma(5)= 0.79854399107577858563517766;
	gamma(6)= 0.08221272729243641010472095;",4.89
1644,coeff_comp.m,matlab,"	gamma = ones(33,1);
	gamma( 1)= 0.09040619368607278492161150;
	gamma( 2)= 0.53591815953030120213784983;
	gamma( 3)= 0.35123257547493978187517736;
	gamma( 4)=-0.31116802097815835426086544;
	gamma( 5)=-0.52556314194263510431065549;
	gamma( 6)= 0.14447909410225247647345695;
	gamma( 7)= 0.02983588609748235818064083;
	gamma( 8)= 0.17786179923739805133592238;
	gamma( 9)= 0.09826906939341637652532377;
	gamma(10)= 0.46179986210411860873242126;
	gamma(11)=-0.33377845599881851314531820;
	gamma(12)= 0.07095684836524793621031152;
	gamma(13)= 0.23666960070126868771909819;
	gamma(14)=-0.49725977950660985445028388;
	gamma(15)=-0.30399616617237257346546356;
	gamma(16)= 0.05246957188100069574521612;
	gamma(17)= 0.44373380805019087955111365;
	gamma(18)= 0.05246957188100069574521612;
	gamma(19)=-0.30399616617237257346546356;
	gamma(20)=-0.49725977950660985445028388;
	gamma(21)= 0.23666960070126868771909819;
	gamma(22)= 0.07095684836524793621031152;
	gamma(23)=-0.33377845599881851314531820;
	gamma(24)= 0.46179986210411860873242126;
	gamma(25)= 0.09826906939341637652532377;
	gamma(26)= 0.17786179923739805133592238;
	gamma(27)= 0.02983588609748235818064083;
	gamma(28)= 0.14447909410225247647345695;
	gamma(29)=-0.52556314194263510431065549;
	gamma(30)=-0.31116802097815835426086544;
	gamma(31)= 0.35123257547493978187517736;
	gamma(32)= 0.53591815953030120213784983;
	gamma(33)= 0.09040619368607278492161150;
case '21',
	gamma = 1;
otherwise,
	gamma = 1;
	error(['The method ''' lower(name) ''' is not implemented.']);",2.65
1645,coeff_irk2.m,matlab,"function [ns,nm,C,B,BC,AA,E,SM,AM] = coeff_irk2(method)
nm = 3;
switch method
case 'G4',
	ns = 2;
	C = zeros(ns,1);
	B = zeros(ns,1);
	BC = zeros(ns,1);
	AA = zeros(ns,ns);
	E = zeros(ns,ns+nm);
	SM = zeros(nm,1);
	AM = zeros(ns + nm,1);
	C(1) = 0.21132486540518711775E+00;
	C(2) = 0.78867513459481288225E+00;
	B(1) = 0.50000000000000000000E+00;
	B(2) = 0.50000000000000000000E+00;
	BC(1) = 0.39433756729740644113E+00;
	BC(2) = 0.10566243270259355887E+00;
	AA(1,1)= 0.41666666666666666667E-01;
	AA(1,2)=-0.19337567297406441127E-01;
	AA(2,1)= 0.26933756729740644113E+00;
	AA(2,2)= 0.41666666666666666667E-01;
	E(1,1)=-0.28457905077110526160E-02;
	E(1,2)=-0.63850024471784160410E-01;
	E(1,3)= 0.48526095198694517563E-02;
	E(1,4)= 0.11305688530429939012E+00;
	E(1,5)=-0.28884580475413403312E-01;
	E(2,1)= 0.41122751744511433137E-01;
	E(2,2)=-0.18654814888622834132E+00;
	E(2,3)=-0.18110185277445209332E-01;
	E(2,4)= 0.36674109449368040786E+00;
	E(2,5)= 0.10779872188955481745E+00;
	SM(1)= 0.00000000000000000000E+00;
	SM(2)= 0.10000000000000000000E+01;
	SM(3)= 0.16000000000000000000E+01;",4.43
1645,coeff_irk2.m,matlab,"	AA(4,3)= 0.81671359795877570687E-01;
	AA(4,4)= 0.40381914508467311298E-02;
	E(1,1)=-0.21272768296134340207E-01;
	E(1,2)= 0.11059138674756969912E-01;
	E(1,3)= 0.38999255049973564023E-02;
	E(1,4)=-0.43986226789008967612E-01;
	E(1,5)= 0.13581590305438849621E-01;
	E(1,6)= 0.39922421675314269059E-01;
	E(1,7)=-0.79369058065113002021E-03;
	E(2,1)=-0.75671119283734809953E-02;
	E(2,2)= 0.10209394000843457002E-01;
	E(2,3)=-0.12880197817980892596E-01;
	E(2,4)=-0.56381316813776501277E-01;
	E(2,5)= 0.37440782682669799960E-02;
	E(2,6)= 0.11522469441011273193E+00;
	E(2,7)= 0.21035877343246316334E-02;
	E(3,1)=-0.39890571772473709759E+00;
	E(3,2)= 0.26819725655216894347E+00;
	E(3,3)=-0.82551711648854471247E-01;
	E(3,4)=-0.85516559106259630212E+00;
	E(3,5)= 0.24433810515772642570E+00;
	E(3,6)= 0.10234155624049009806E+01;
	E(3,7)= 0.25115745967236579242E-01;
	E(4,1)=-0.40964796048052939224E+00;
	E(4,2)= 0.29949323098224574487E+00;
	E(4,3)=-0.13867460566101912494E+00;",2.23
1645,coeff_irk2.m,matlab,"	BC(6)= 0.28924065498159379092E-02;
	AA(1,1)= 0.90625420195651151857E-03;
	AA(1,2)=-0.72859711612531400024E-03;
	AA(1,3)= 0.79102695861167691135E-03;
	AA(1,4)=-0.70675390218535384182E-03;
	AA(1,5)= 0.45647714224056921122E-03;
	AA(1,6)=-0.14836147050330408643E-03;
	AA(2,1)= 0.11272367531794365387E-01;
	AA(2,2)= 0.39083482447840698486E-02;
	AA(2,3)=-0.14724868010943911900E-02;
	AA(2,4)= 0.10992669056588431310E-02;
	AA(2,5)=-0.67689040729401428165E-03;
	AA(2,6)= 0.21677950347174141516E-03;
	AA(3,1)= 0.30008019623627547434E-01;
	AA(3,2)= 0.36978289259468146662E-01;
	AA(3,3)= 0.65490339168957822692E-02;
	AA(3,4)=-0.16615098173008262274E-02;
	AA(3,5)= 0.84753461862041607649E-03;
	AA(3,6)=-0.25877462623437421721E-03;
	AA(4,1)= 0.49900269650650898941E-01;
	AA(4,2)= 0.82003427445271620462E-01;
	AA(4,3)= 0.54165111295060067982E-01;
	AA(4,4)= 0.65490339168957822692E-02;
	AA(4,5)=-0.11352871017627472322E-02;
	AA(4,6)= 0.28963081055952389031E-03;
	AA(5,1)= 0.68475836671617248304E-01;
	AA(5,2)= 0.11859257878058808400E+00;
	AA(5,3)= 0.10635984886129551097E+00;
	AA(5,4)= 0.47961474042181382443E-01;
	AA(5,5)= 0.39083482447840698486E-02;
	AA(5,6)=-0.34600839001342442657E-03;
	AA(6,1)= 0.79729071619449992615E-01;
	AA(6,2)= 0.14419100392702230613E+00;",1.86
1645,coeff_irk2.m,matlab,"	E(5,1)=-0.79572842006457093076E+01;
	E(5,2)= 0.53527892762707449170E+01;
	E(5,3)=-0.40049139768467199697E+01;
	E(5,4)= 0.18326058141135591515E+01;
	E(5,5)= 0.39753886181058367500E+01;
	E(5,6)=-0.19423696478604790213E+02;
	E(5,7)= 0.49362128400107292627E+01;
	E(5,8)= 0.15601708062381928560E+02;
	E(5,9)= 0.32142123424873719685E-01;
	E(6,1)=-0.78463118056075171475E+01;
	E(6,2)= 0.53580869574441241664E+01;
	E(6,3)=-0.41476905275607763365E+01;
	E(6,4)= 0.21275912797813913113E+01;
	E(6,5)= 0.37642416878253538582E+01;
	E(6,6)=-0.20329681631523484613E+02;
	E(6,7)= 0.48515418060343387549E+01;
	E(6,8)= 0.16604467346259915039E+02;
	E(6,9)= 0.84559690262225766975E-01;
	SM(1)= 0.00000000000000000000E+00;
	SM(2)= 0.10000000000000000000E+01;
	SM(3)= 0.17500000000000000000E+01;
	AM(1)= 0.58080578375796358720E+05;
	AM(2)=-0.33214989339522861968E+05;
	AM(3)= 0.28376088288312020853E+05;
	AM(4)=-0.27923430684614999462E+05;
	AM(5)= 0.29743005589491042677E+05;
	AM(6)=-0.15525927919158826444E+05;
	AM(7)=-0.27700591278076171875E+03;
	AM(8)= 0.73086943817138671875E+03;
	AM(9)= 0.00000000000000000000E+00;
otherwise
	error(['The required method ""' method '"" is not implemented']);
end",3.31
1646,coeflift.m,matlab,"function cl = coeflift(naca,alpha)
clc
npanel=100; %total number of panels on the airfoil surface 

x  = zeros(npanel+1,1);
y  = zeros(npanel+1,1);
cp = zeros(npanel+1,1);


[x,y] = naca4(naca,npanel,x,y);


l    = zeros(npanel,1);
st   = zeros(npanel,1);
ct   = zeros(npanel,1);
xbar = zeros(npanel,1);
ybar = zeros(npanel,1);

[l,st,ct,xbar,ybar] = panel_geometry(x,y,npanel);


ainfl = zeros(npanel+1);",26.14
1648,COFMEn.m,matlab,"function COFMEn = COFMEn(data, m, r,fs)


N=length(data);
for i=1:N-m
    x1(i,:)=data(i:i+m-1);
    x2(i,:)=data(i:i+m);
end

ratio=0.4;
if N>20
    Thr=5;
else
    Thr=5;
end


Min_numerator=0;
kk=0;
while Min_numerator<Thr
    [Min_numerator,r]=ReGet_min_numerator(x1,x2,N,m,r,fs);
    kk=kk+1;    
end
if kk==1 || kk>20",28.19
1648,COFMEn.m,matlab,"    D_g(i) = sum(distance_g)/(N-m-1);
end
Bm_l = mean(D_l);
Bm_g = mean(D_g);

m=m+1;
D_l   = zeros(N-m,1);
D_g   = zeros(N-m,1);
for i = 1:N-m
    distance_l = zeros(N-m,1);
    distance_g = zeros(N-m,1);
    for j = 1:N-m
        if j==i
            d_l = 0;
            d_g = 0;
        else
        d_l = max(abs(x(i:i+m-1)-mean(x(i:i+m-1))-x(j:j+m-1)+mean(x(j:j+m-1))));
        d_g = max(abs(x(i:i+m-1)-x(j:j+m-1)));
        end
        distance_l(j) = exp(-(d_l.^n_l/r_l));
        distance_g(j) = exp(-(d_g.^n_g/r_g));
    end
    D_l(i) = sum(distance_l)/(N-m-1);
    D_g(i) = sum(distance_g)/(N-m-1);
end
Am_l = mean(D_l);
Am_g = mean(D_g);

FuzzyLMEn = -log(Am_l/Bm_l);  % local fuzzy measure entropy
FuzzyGMEn = -log(Am_g/Bm_g);  % global fuzzy measure entropy
COFMEn  = FuzzyLMEn+FuzzyGMEn+2*log(2*r/1000)-2*log(mean(data)/1000);",12.06
1650,coherence_receive.m,matlab,"function [count,capacity] = coherence_receive(N,Mi,S,K,scheduled,Tc,s,x,H,sigma2,w,u,p);

count=0;
capacity=0;

s_now=zeros(K*S,2*Tc);      % If the modulation method is different, the amount of columns may be changed.
x_now=zeros(K*S,Tc);
H_now=zeros(K*Mi,N);
w_now=zeros(K*Mi,Tc);

for i1=1:K,
    s_now((i1-1)*S+1:i1*S,:)=s((scheduled(1,i1)-1)*S+1:scheduled(1,i1)*S,:);
    x_now((i1-1)*S+1:i1*S,:)=x((scheduled(1,i1)-1)*S+1:scheduled(1,i1)*S,:);
    H_now((i1-1)*Mi+1:i1*Mi,:)=H((scheduled(1,i1)-1)*Mi+1:scheduled(1,i1)*Mi,:);
    w_now((i1-1)*Mi+1:i1*Mi,:)=w((scheduled(1,i1)-1)*Mi+1:scheduled(1,i1)*Mi,:);
end

y=zeros(K*Mi,Tc);
y=H_now*u*sqrt(diag(p))*x_now+w_now;
r=zeros(K*S,K*Mi);
temp2=zeros(S,Mi);
for i1=1:K,
    HHH=zeros(Mi,N);
    HHH=H_now((i1-1)*Mi+1:i1*Mi,:);
    temp2=(HHH*u(:,(i1-1)*S+1:i1*S))';
    temp2=temp2/(sqrt(trace(temp2*temp2')));",12.4
1651,coherence_receive_MultiAnt.m,matlab,"function [count,capacity] = coherence_receive_MultiAnt(MT,R,K_all,K,KK,Tc,s,x,H,sigma2,w,u,index,ant_num);

count=0;
capacity=0;

s_now=zeros(K,Tc);    % Attention: the number of columns is influenced by the modulation method
x_now=zeros(K,Tc);
H_now=zeros(sum(ant_num),MT);
w_now=zeros(sum(ant_num),Tc);

for i1=1:K,
    s_now(i1,:)=s(KK(1,i1),:);
    x_now(i1,:)=x(KK(1,i1),:);
    temp1=0;
    if i1~=1,
        temp1=sum(ant_num(1,1:(i1-1)));
    end
    for i2=1:ant_num(1,i1),
        H_now(temp1+i2,:)=H((KK(1,i1)-1)*R+index(1,(i1-1)*R+i2),:);
        w_now(temp1+i2,:)=w((KK(1,i1)-1)*R+index(1,(i1-1)*R+i2),:);
    end
end

y=zeros(sum(ant_num),Tc);
y=H_now*u*x_now+w_now;
r=zeros(K,sum(ant_num));
for i1=1:K,
    temp1=0;
    if i1~=1,
        temp1=sum(ant_num(1,1:(i1-1)));
    end
    HHH=zeros(ant_num(1,i1),MT);
    HHH=H_now(temp1+1:temp1+ant_num(1,i1),:);
    temp2=zeros(1,ant_num(1,i1));
    temp2=(HHH*u(:,i1))';
    temp2=temp2/(sqrt(trace(temp2*temp2')));
    r(i1,temp1+1:temp1+ant_num(1,i1))=temp2;
end",11.65
1652,coherence_receive_SingleAnt.m,matlab,"function [count,capacity] = coherence_receive_SingleAnt(MT,R,K_all,K,KK,Tc,s,x,H,sigma2,w,u);

count=0;
capacity=0;

s_now=zeros(K,Tc);    % Attention: the number of columns is influenced by the modulation method
x_now=zeros(K,Tc);
H_now=zeros(K,MT);
w_now=zeros(K,Tc);

for i1=1:K,
    s_now(i1,:)=s(KK(1,i1),:);
    x_now(i1,:)=x(KK(1,i1),:);
    H_now(i1,:)=H((KK(1,i1)-1)*R+1,:);
    w_now(i1,:)=w((KK(1,i1)-1)*R+1,:);
end

y=zeros(K,Tc);
y=H_now*u*x_now+w_now;
r=zeros(K,K);
temp2=zeros(1,1);
for i1=1:K,
    HHH=H_now(i1,:);
    temp2=(HHH*u(:,i1))';
    temp2=temp2/(sqrt(trace(temp2*temp2')));
    r(i1,i1)=temp2;    
end

yy=zeros(K,Tc);
yy=r*y;

ss=zeros(K,Tc);
for i1=1:K,
    for i2=1:Tc,
        if real(yy(i1,i2))>=0,
            ss(i1,i2)=0;
        else
            ss(i1,i2)=1;
        end
        

    end
end
",15.04
1653,coherence_receive_SingleStream.m,matlab,"function [count,capacity] = coherence_receive_SingleStream(N,K_all,K,Mi,KK,Tc,s,x,H,sigma2,w,u);

count=0;
capacity=0;

s_now=zeros(K,2*Tc);    % Attention: the number of columns is influenced by the modulation method
x_now=zeros(K,Tc);
H_now=zeros(K*Mi,N);
w_now=zeros(K*Mi,Tc);

for i1=1:K,
    s_now(i1,:)=s(KK(1,i1),:);
    x_now(i1,:)=x(KK(1,i1),:);
    H_now((i1-1)*Mi+1:i1*Mi,:)=H((KK(1,i1)-1)*Mi+1:KK(1,i1)*Mi,:);
    w_now((i1-1)*Mi+1:i1*Mi,:)=w((KK(1,i1)-1)*Mi+1:KK(1,i1)*Mi,:);
end

y=zeros(K*Mi,Tc);
y=H_now*u*x_now+w_now;
r=zeros(K,K*Mi);
temp2=zeros(1,Mi);
for i1=1:K,
    HHH=H_now((i1-1)*Mi+1:i1*Mi,:);
    temp2=(HHH*u(:,i1))';
    temp2=temp2/(sqrt(trace(temp2*temp2')));
    r(i1,(i1-1)*Mi+1:i1*Mi)=temp2;    
end

yy=zeros(K,Tc);
yy=r*y;

ss=zeros(K,2*Tc);
for i1=1:K,
    for i2=1:Tc,
        if real(yy(i1,i2))>=0,
            ss(i1,i2)=0;
        else
            ss(i1,i2)=1;
        end
        
        if imag(yy(i1,i2))>=0,
            ss(i1,i2+Tc)=0;
        else
            ss(i1,i2+Tc)=1;
        end

    end
end",11.7
1654,coherent_constrained_capacity.m,matlab,"clear, clc, close all

addpath ../f/

N = 2^26;
SNRdB = 0:20;
SNR = 10.^(SNRdB/10);

Ndim = 4;
MQAM = QAM(16, 1);

Ex = MQAM.mod(randi([0 MQAM.M-1], [1 N])).';
Ey = MQAM.mod(randi([0 MQAM.M-1], [1 N])).';
Etx = [Ex Ey];
X = [real(Ex) imag(Ex) real(Ey) imag(Ey)];
Ps = MQAM.Pqam;

Nrealizations = 1;
MI = zeros(Nrealizations, length(SNR));
for n = 1:Nrealizations
    phi = rand(1, 3)*2*pi;
    U1 = [exp(-1j*phi(1)/2), 0; 0 exp(1j*phi(1)/2)];
    U2 = [cos(phi(2)/2) -1j*sin(phi(2)/2); -1j*sin(phi(2)/2) cos(phi(2)/2)];",21.92
1655,coherent_simulation_summary.m,matlab,"function coherent_simulation_summary(sim, tx, fiber, rx)
warning('off', 'MATLAB:table:DuplicateDimnamesVarnamesBackCompat');

disp('-- Simulation parameters summary:')

if ~isfield(sim, 'RIN')
    sim.RIN = false;
end

if ~isfield(sim, 'quantiz')
    sim.quantiz = false;
end

if ~isfield(sim, 'PMD')
    sim.PMD = false;
end

if ~isfield(sim, 'phase_noise')
    sim.phase_noise = false;
end

rows = {'Bit rate'; 'Number of polarizations'; 'Modulation format'; 'Modulation Order';...
    'Symbol Rate'; 'Number of symbols'; 'Oversampling to emulate continuous time';...
    'Target BER'; 'Include phase noise?'; 'Inlcude RIN?'; 'Include PMD?'; 'Include quantization?'};

Variables = {'Rb'; 'Npol'; 'ModFormat.type'; 'ModFormat.M';...
    'ModFormat.Rs'; 'Nsymb'; 'Mct';...
    'BERtarget'; 'phase_noise'; 'RIN'; 'PMD'; 'quantiz'};

Values = {sim.Rb/1e9; sim.Npol; sim.ModFormat.type; sim.ModFormat.M;  
    sim.ModFormat.Rs/1e9; sim.Nsymb; sim.Mct;...
    sim.BERtarget; sim.phase_noise; sim.RIN; sim.PMD; sim.quantiz};

Units = {'Gb/s'; ''; ''; '';...
    'Gbaud'; ''; '';...
    ''; ''; ''; ''; ''};

simTable = table(Variables, Values, Units, 'RowNames', rows)

sim.ModFormat.summary()

tx.Laser.summary()

disp('-- Transmitter parameters summary:')

rows = {'Modulator bandwidth'; 'Transmitter filter type';...
    'Transmitter filter order'; 'Transmitter filter bandwidth'};",19.51
1655,coherent_simulation_summary.m,matlab,"
    ADCTable = table(Variables, Values, Units, 'RowNames', rows)
end

if isfield(rx, 'AdEq')
    disp('-- Adaptive equalization summary:')

    rows = {'Type'; 'Structure'; 'Number of taps'; 'Oversampling ratio'; 
        'Training sequence length'; 'Adaptation rate'};

    Variables = {'type'; 'structure'; 'Ntaps'; 'ros';...
        'Ntrain'; 'mu'};
    
    Values = {rx.AdEq.type; rx.AdEq.structure; rx.AdEq.Ntaps; rx.AdEq.ros;
        rx.AdEq.Ntrain; rx.AdEq.mu};
    
    Units = {''; ''; ''; ''; ''; ''};

    AdEqTable = table(Variables, Values, Units, 'RowNames', rows)
end

if isfield(rx, 'CPR')
    disp('-- Carrier phase recovery summary:')

    if strcmpi(rx.CPR.type, 'feedforward')
        if strcmpi(rx.CPR.phaseEstimation, 'NDA')
            phaseEstimation = [rx.CPR.phaseEstimation '-' rx.CPR.NDAorder];
        else
            phaseEstimation = rx.CPR.phaseEstimation;
        end
        rows = {'Type'; 'Phase Estimation'; 'Delay'; 'Set up time'; 
            'Filter'; 'FIR/IIR'; 'Structure'; 'Number of taps'};

        Variables = {'type'; 'phaseEstimation'; 'Delay'; 'Ntrain'; 'Filter';...
            'FilterType'; 'structure'; 'Ntaps'};
        
        Values = {rx.CPR.type; phaseEstimation; rx.CPR.Delay; rx.CPR.Ntrain;...
            rx.CPR.Filter; rx.CPR.FilterType; rx.CPR.structure; rx.CPR.Ntaps};
        Units = {''; ''; 'Symbols'; 'Symbols'; ''; ''; ''; ''};
    else
        rows = {'Type'; 'Phase Estimation'; 'Delay'; 'Set up time'; 
            'CT to DT conversion method'; 'Loop filter damping'; 'Loop filter relaxataion frequency'};

        Variables = {'type'; 'phaseEstimation'; 'Delay'; 'Ntrain';...
            'CT2DT'; 'csi'; 'wn'};
        Values = {rx.CPR.type; rx.CPR.phaseEstimation; rx.CPR.Delay; rx.CPR.Ntrain;...
            rx.CPR.CT2DT; rx.CPR.csi; rx.CPR.wn/1e9};
        Units = {''; ''; 'Symbols'; 'Symbols'; ''; ''; 'Grad/s'};        ",15.02
1656,coh_np16.m,matlab,"clear all

jay = sqrt(-1);

pst_var

disp('Coherency demo program')
disp('The system is the NPCC 16 machine, 68-bus system')
disp('Solving loadflow')

data16m
basrad = 2*pi*60; % system frequency is 60 Hz
basmva = 100;     % 100 MVA base
syn_ref = 1 ;     % machine 1 is reference

tol =1e-12;   % tolerance for convergence
iter_max = 30; % maximum number of iterations
vmin = 0.5;   % voltage minimum
vmax = 1.5;   % voltage maximum
acc = 1.0;   % acceleration factor
[bus_sol,line_flw] = ...
       loadflow(bus,line,tol,iter_max,acc,'n',2);
bus = bus_sol;  % solved loadflow solution needed for

q = 0;
while( q == 0)
  disp('enter 1 for slow coherency method')
  disp('      2 for tight coherency method')
  disp('      3 for Zaborszky clustering method')
  disp('      4 for Rao weak link method')
  disp('      5 for Eliasson sign coherency method')
  disp('      0 to quit')
  sel = input('enter selection >> ');

  if sel == 1",35.51
1657,coh_np48.m,matlab,"clear all

jay = sqrt(-1);

pst_var

disp('Coherency demo program')
disp('The system is the NPCC 48 machine system')
disp('Solving loadflow')

datanp48
basrad = 2*pi*60; % system frequency is 60 Hz
basmva = 100;     % 100 MVA base
syn_ref = 1 ;     % machine 1 is reference

tol = 2e-13;   % tolerance for convergence
iter_max = 30; % maximum number of iterations
vmin = 0.5;   % voltage minimum
vmax = 1.5;   % voltage maximum
acc = 1.0;   % acceleration factor
[bus_sol,line_flw] = ...
       loadflow(bus,line,tol,iter_max,vmin,vmax,acc,'n',2);
bus = bus_sol;  % solved loadflow solution needed for

q = 0;
while( q == 0)
  disp('enter 1 for slow coherency method')
  disp('      2 for tight coherency method')
  disp('      3 for Zaborszky clustering method')
  disp('      4 for Rao weak link method')
  disp('      5 for Eliasson sign coherency method')
  disp('      0 to quit')
  sel = input('enter selection >> ');

  if sel == 1
     disp('9 slowest eigenvalues will be used')
     [area,nmach_a] = coherent(bus,line,1,9,0);
     disp('coherent areas')
     area
   elseif sel == 2 
     disp('9 slowest eigenvalues and tolerance = 0.95 ')
     disp('  will be used')
     [area,nmach_a,areal,nmach_al]= ... 
                             coherent(bus,line,2,9,.95);
     disp('coherent areas')
     area",29.32
1658,coiflet.m,matlab,"classdef coiflet

methods(Static)

    function qmf = quad_mirror_filter(parameter)
        switch parameter
        case 1
            qmf = [ .038580777748   -.126969125396  -.077161555496  ...
                    .607491641386   .745687558934   .226584265197   ];
       case 2
            qmf = [ .016387336463   -.041464936782  -.067372554722  ...
                    .386110066823   .812723635450   .417005184424   ...
                    -.076488599078  -.059434418646  .023680171947   ...
                    .005611434819   -.001823208871  -.000720549445  ];
        case 3
            qmf = [ -.003793512864  .007782596426   .023452696142   ...
                    -.065771911281  -.061123390003  .405176902410   ...
                    .793777222626   .428483476378   -.071799821619  ...
                    -.082301927106  .034555027573   .015880544864   ...
                    -.009007976137  -.002574517688  .001117518771   ...
                    .000466216960   -.000070983303  -.000034599773  ];
        case 4
            qmf = [ .000892313668   -.001629492013  -.007346166328  ...
                    .016068943964   .026682300156   -.081266699680  ...
                    -.056077313316  .415308407030   .782238930920   ...
                    .434386056491   -.066627474263  -.096220442034  ...
                    .039334427123   .025082261845   -.015211731527  ...
                    -.005658286686  .003751436157   .001266561929   ...
                    -.000589020757  -.000259974552  .000062339034   ...
                    .000031229876   -.000003259680  -.000001784985  ];
        case 5
            qmf = [ -.000212080863  .000358589677   .002178236305   ...
                    -.004159358782  -.010131117538  .023408156762   ...
                    .028168029062   -.091920010549  -.052043163216  ...
                    .421566206729   .774289603740   .437991626228   ...
                    -.062035963906  -.105574208706  .041289208741   ...
                    .032683574283   -.019761779012  -.009164231153  ...
                    .006764185419   .002433373209   -.001662863769  ...",2.56
1659,CoilBiotSavart.m,matlab,"function [B1x,B1y,B1z]=CoilBiotSavart(points)

global VMco

x=points(1,:);
y=points(2,:);
z=points(3,:);

xgrid=VMco.xgrid;
ygrid=VMco.ygrid;
zgrid=VMco.zgrid;

mu0 = 4*pi*1e-7;       % Permeability of free space (T*m/A)
I_current = 1;       % Current in the loop (A)
Constant = mu0/(4*pi) * I_current;   % Useful constant

B1x = zeros(size(xgrid));
B1y = zeros(size(xgrid));
B1z = zeros(size(xgrid));

for i=1:length(x)-1
    
    dlx = x(i+1)-x(i);
    dly = y(i+1)-y(i);
    dlz = z(i+1)-z(i);
    
    xc = (x(i+1)+x(i))/2;
    yc = (y(i+1)+y(i))/2;
    zc = (z(i+1)+z(i))/2;
    
    rx = xgrid - xc;
    ry = ygrid - yc;
    rz = zgrid - zc;
    
    r3 = sqrt(rx.^2 + ry.^2 + rz.^2).^3;
    ",22.48
1660,CoilDesignPanel.m,matlab,"function varargout = CoilDesignPanel(varargin)



gui_Singleton = 1;
gui_State = struct('gui_Name',       mfilename, ...
    'gui_Singleton',  gui_Singleton, ...
    'gui_OpeningFcn', @CoilDesignPanel_OpeningFcn, ...
    'gui_OutputFcn',  @CoilDesignPanel_OutputFcn, ...
    'gui_LayoutFcn',  [] , ...
    'gui_Callback',   []);
if nargin && ischar(varargin{1})
    gui_State.gui_Callback = str2func(varargin{1});
end

if nargout
    [varargout{1:nargout}] = gui_mainfcn(gui_State, varargin{:});
else
    gui_mainfcn(gui_State, varargin{:});
end


function CoilDesignPanel_OpeningFcn(hObject, eventdata, handles, varargin)
global VCtl;
global VObj;",25.14
1660,CoilDesignPanel.m,matlab,"    (-(Mxdims(3)-1)/2)*VObj.ZDimRes:VMco.zdimres:((Mxdims(3)-1)/2)*VObj.ZDimRes);
VMco.axes=handles.CoilSen_axes;
handles.IV=struct(...
    'xslice',(handles.Simuh.SV.Slice - (Mxdims(2)-1)/2)* VObj.XDimRes,...
    'yslice',(handles.Simuh.CV.Slice - (Mxdims(1)-1)/2)* VObj.YDimRes,...
    'zslice',(handles.Simuh.AV.Slice - (Mxdims(3)-1)/2)* VObj.ZDimRes ...
    );
view(handles.CoilSen_axes,3);

if verLessThan('matlab','8.5')
    if strcmp(get(handles.Simuh.CoilTx_tab,'Visible'),'on')
        if isfield(handles.Simuh,'CoilTxXMLFile')
            CoilXMLFile = handles.Simuh.CoilTxXMLFile;
        end
    end
    
    if strcmp(get(handles.Simuh.CoilRx_tab,'Visible'),'on')
        if isfield(handles.Simuh,'CoilRxXMLFile')
            CoilXMLFile = handles.Simuh.CoilRxXMLFile;
        end
    end
else
    tabtitle=get(get(handles.Simuh.CoilSel_tabgroup,'SelectedTab'),'Title');
    if strcmp(tabtitle,'Tx')
        if isfield(handles.Simuh,'CoilTxXMLFile')
            CoilXMLFile = handles.Simuh.CoilTxXMLFile;
        end
    elseif strcmp(tabtitle,'Rx')
        if isfield(handles.Simuh,'CoilRxXMLFile')
            CoilXMLFile = handles.Simuh.CoilRxXMLFile;
        end
    end
end
",17.66
